arable,salinization,carbon,erosion,aridity,lon,lat
1,16,42,47,,-8.354,42.144
6,1,4,30,0,-7.161,42.144
23,,2,3,98,-5.969,42.144
52,0,1,4,99,-4.776,42.144
53,0,0,11,69,-3.583,42.144
31,0,2,14,70,-2.391,42.144
40,0,2,7,77,-1.198,42.144
42,0,0,9,90,-0.005,42.144
25,0,2,33,49,1.187,42.144
10,2,12,33,3,2.38,42.144
4,0,8,12,69,3.573,42.144
13,1,5,25,12,11.921,42.144
10,2,8,42,,13.114,42.144
17,0,1,71,,14.307,42.144
4,0,0,29,38,15.499,42.144
3,1,2,70,,19.078,42.144
21,0,2,65,,20.27,42.144
23,1,3,40,59,21.463,42.144
12,0,1,46,87,22.656,42.144
10,0,4,20,74,23.848,42.144
27,0,2,12,94,25.041,42.144
27,0,2,7,98,26.234,42.144
16,0,1,12,82,27.426,42.144
3,2,2,57,,33.39,42.144
4,2,3,67,,34.582,42.144
2,2,8,52,,42.931,42.144
11,0,3,30,11,44.124,42.144
5,2,7,40,28,45.317,42.144
6,0,3,73,18,46.509,42.144
9,,0,49,56,47.702,42.144
2,,0,2,100,48.895,42.144
16,3,,,100,58.436,42.144
21,,0,0,100,59.629,42.144
11,,2,2,100,60.821,42.144
5,,1,1,100,67.977,42.144
23,0,4,8,100,69.17,42.144
9,1,2,42,64,70.363,42.144
5,1,2,22,84,71.555,42.144
6,6,10,49,72,72.748,42.144
3,3,4,42,78,73.941,42.144
4,1,1,34,93,75.134,42.144
2,,,42,100,76.326,42.144
5,1,4,9,100,77.519,42.144
2,1,9,17,99,78.712,42.144
2,0,1,3,100,82.29,42.144
2,30,0,9,100,84.675,42.144
5,,0,0,100,85.868,42.144
4,80,0,0,100,87.06,42.144
1,2,0,1,100,115.685,42.144
8,,0,16,94,116.877,42.144
2,,2,20,99,118.07,42.144
18,0,6,11,100,119.263,42.144
16,0,1,22,100,120.455,42.144
62,0,2,24,100,121.648,42.144
84,5,4,12,80,122.841,42.144
37,4,17,41,,124.033,42.144
26,1,3,54,,125.226,42.144
9,3,6,65,,126.419,42.144
3,5,8,68,,127.611,42.144
2,1,5,60,,128.804,42.144
2,2,6,59,,129.997,42.144
1,,7,23,,139.538,42.144
3,5,17,40,,140.731,42.144
2,9,23,38,,141.924,42.144
3,4,19,36,,143.116,42.144
1,,1,89,9,-123.308,41.233
4,0,1,22,73,-122.122,41.233
3,,,2,100,-120.936,41.233
1,,,7,99,-119.751,41.233
1,,,11,100,-117.38,41.233
3,76,24,31,98,-112.637,41.233
15,2,3,19,88,-111.452,41.233
3,,0,1,100,-110.266,41.233
3,1,2,16,100,-107.895,41.233
4,0,2,10,95,-106.709,41.233
2,,0,3,99,-105.524,41.233
6,,0,1,100,-103.152,41.233
12,,0,0,100,-101.967,41.233
15,,0,10,100,-100.781,41.233
45,,,20,100,-99.596,41.233
79,,0,14,100,-98.41,41.233
92,0,0,29,41,-97.224,41.233
89,1,2,53,,-96.039,41.233
93,0,0,78,,-94.853,41.233
50,1,2,69,,-93.668,41.233
67,0,0,63,,-92.482,41.233
75,0,1,44,,-91.296,41.233
78,0,1,37,,-90.111,41.233
87,0,4,19,,-88.925,41.233
70,2,8,16,,-87.74,41.233
60,1,2,18,,-86.554,41.233
65,1,3,19,,-85.368,41.233
86,0,1,7,,-84.183,41.233
64,0,2,10,,-82.997,41.233
20,3,11,29,,-81.812,41.233
16,2,7,26,,-80.626,41.233
8,1,3,53,,-79.44,41.233
4,2,8,44,,-78.255,41.233
11,1,3,41,,-77.069,41.233
7,2,5,51,,-75.884,41.233
4,4,12,51,,-74.698,41.233
3,6,19,38,,-73.512,41.233
2,3,24,35,,-72.327,41.233
4,12,47,63,,-8.305,41.233
11,1,3,32,7,-7.119,41.233
32,,1,1,100,-5.933,41.233
58,0,1,2,100,-4.748,41.233
27,0,0,10,98,-3.562,41.233
19,,0,5,100,-2.377,41.233
12,,2,4,100,-1.191,41.233
28,0,2,7,100,-0.005,41.233
24,0,5,25,64,1.18,41.233
1,11,37,50,3,2.366,41.233
4,0,4,39,,13.036,41.233
12,0,6,37,,14.222,41.233
46,0,1,41,58,15.407,41.233
5,0,1,14,95,16.593,41.233
14,0,1,67,,20.15,41.233
15,0,1,42,54,21.335,41.233
23,0,2,23,99,22.521,41.233
26,0,3,23,95,23.707,41.233
14,0,2,30,89,24.892,41.233
45,0,1,15,96,26.078,41.233
80,0,1,8,93,27.263,41.233
20,1,7,19,49,28.449,41.233
8,2,5,51,,29.635,41.233
11,4,10,38,,30.82,41.233
9,3,6,55,15,32.006,41.233
20,0,1,22,44,33.191,41.233
21,0,0,31,63,34.377,41.233
43,0,2,41,73,35.563,41.233
9,2,4,60,60,36.748,41.233
4,3,3,91,11,41.491,41.233
41,0,0,29,7,42.676,41.233
24,,0,15,6,43.862,41.233
15,4,4,28,82,45.047,41.233
10,,4,14,94,46.233,41.233
16,0,0,29,74,47.419,41.233
17,0,0,24,93,48.604,41.233
18,,7,7,100,60.46,41.233
2,,3,3,100,61.646,41.233
3,,1,1,100,67.574,41.233
56,,5,5,100,68.759,41.233
31,1,6,29,93,69.945,41.233
17,11,6,13,95,71.131,41.233
33,1,9,16,98,72.316,41.233
11,5,7,47,96,73.502,41.233
2,3,4,49,99,74.687,41.233
4,0,1,22,100,75.873,41.233
4,,1,1,100,79.43,41.233
13,17,1,1,100,80.615,41.233
2,,2,2,100,81.801,41.233
10,,2,2,100,82.987,41.233
2,,,,100,85.358,41.233
2,,,,100,86.543,41.233
2,,1,1,100,106.699,41.233
7,,1,1,100,107.884,41.233
3,,2,2,100,109.07,41.233
4,0,0,56,66,116.183,41.233
3,1,2,79,100,117.369,41.233
9,1,4,42,97,118.555,41.233
25,0,3,52,93,119.74,41.233
42,2,7,50,99,120.926,41.233
49,6,9,9,46,122.111,41.233
36,3,19,35,,123.297,41.233
13,4,7,74,,124.483,41.233
10,4,5,77,,125.668,41.233
5,11,12,81,,126.854,41.233
3,1,2,80,,128.039,41.233
5,6,13,57,,129.225,41.233
3,,14,24,,141.081,41.233
1,2,3,59,,-123.778,40.329
3,,1,12,84,-122.599,40.329
2,0,0,27,7,-121.421,40.329
3,,,15,94,-120.242,40.329
1,,5,5,100,-119.063,40.329
2,,1,28,98,-115.527,40.329
1,,,16,98,-114.348,40.329
10,8,11,38,83,-111.99,40.329
9,0,2,19,74,-110.812,40.329
4,0,0,2,100,-109.633,40.329
3,0,1,44,100,-108.454,40.329
10,1,3,26,99,-107.275,40.329
5,1,2,14,86,-106.096,40.329
19,0,3,4,100,-104.918,40.329
7,,0,0,100,-103.739,40.329
17,,0,1,100,-102.56,40.329
24,,0,5,100,-101.381,40.329
48,,0,21,100,-100.202,40.329
91,,0,12,100,-99.024,40.329
96,0,0,13,74,-97.845,40.329
91,0,0,44,4,-96.666,40.329
89,0,0,65,,-95.487,40.329
52,1,1,63,,-94.308,40.329
35,0,0,67,,-93.13,40.329
49,0,1,51,,-91.951,40.329
62,0,1,36,,-90.772,40.329
79,0,1,37,,-89.593,40.329
94,0,1,19,,-88.415,40.329
83,0,1,21,,-87.236,40.329
76,1,4,17,,-86.057,40.329
79,0,1,15,,-84.878,40.329
69,1,3,14,,-83.699,40.329
36,2,5,36,,-82.521,40.329
24,2,4,69,,-81.342,40.329
13,6,9,68,,-80.163,40.329
12,3,7,56,,-78.984,40.329
17,1,5,35,,-77.805,40.329
29,3,9,40,,-76.627,40.329
14,4,15,51,,-75.448,40.329
6,5,21,45,,-74.269,40.329
3,3,33,34,,-8.257,40.329
12,,2,9,26,-7.078,40.329
17,0,1,5,98,-5.899,40.329
20,,2,7,98,-4.72,40.329
32,0,6,9,100,-3.542,40.329
24,,0,12,99,-2.363,40.329
7,,,13,81,-1.184,40.329
4,,3,25,82,-0.005,40.329
1,51,3,4,100,1.173,40.329
1,1,2,7,20,3.531,40.329
5,1,1,33,27,8.246,40.329
3,1,2,34,20,9.425,40.329
6,1,4,47,2,15.319,40.329
12,0,0,48,70,16.498,40.329
20,0,0,79,,20.034,40.329
34,,0,50,30,21.213,40.329
22,0,3,18,98,22.392,40.329
5,0,1,10,100,23.57,40.329
11,0,1,15,90,25.928,40.329
31,0,1,32,66,27.107,40.329
31,0,2,16,62,28.286,40.329
25,1,4,33,66,29.464,40.329
23,1,3,26,74,30.643,40.329
20,0,1,14,77,31.822,40.329
13,,1,10,82,33.001,40.329
38,,,7,100,34.18,40.329
45,,0,8,100,35.358,40.329
35,0,1,25,100,36.537,40.329
30,0,0,39,87,37.716,40.329
16,0,0,53,82,38.895,40.329
11,,0,57,51,40.074,40.329
12,0,0,51,66,41.252,40.329
22,0,1,26,43,42.431,40.329
18,0,5,13,68,43.61,40.329
20,0,6,23,69,44.789,40.329
14,0,2,60,40,45.968,40.329
25,0,0,3,99,47.146,40.329
33,,0,10,100,48.325,40.329
2,,0,27,100,49.504,40.329
2,,,,100,63.649,40.329
17,,2,2,100,64.828,40.329
11,,7,7,100,66.007,40.329
13,,3,5,100,67.186,40.329
70,,2,3,100,68.365,40.329
22,,3,5,100,69.543,40.329
18,28,5,5,100,70.722,40.329
28,3,8,9,100,71.901,40.329
18,1,6,29,100,73.08,40.329
1,,1,1,100,78.974,40.329
10,1,1,1,100,80.152,40.329
6,,1,1,100,81.331,40.329
2,54,3,3,100,94.298,40.329
1,87,1,1,100,95.477,40.329
1,81,1,1,100,96.655,40.329
2,86,2,2,100,99.013,40.329
2,,4,4,100,107.265,40.329
3,,5,5,100,109.622,40.329
7,,4,4,100,110.801,40.329
2,,13,17,100,114.337,40.329
4,1,7,60,98,115.516,40.329
20,5,34,53,100,116.695,40.329
19,2,11,49,98,117.874,40.329
30,3,8,72,38,119.052,40.329
37,2,7,59,47,120.231,40.329
32,3,8,67,,122.589,40.329
40,1,1,77,,123.768,40.329
20,3,4,78,,124.946,40.329
13,5,5,85,,126.125,40.329
4,1,2,66,,127.304,40.329
5,6,10,60,,128.483,40.329
6,1,12,33,,140.271,40.329
5,6,22,47,,141.449,40.329
1,,3,39,32,-123.091,39.431
38,,1,2,99,-121.918,39.431
1,,,53,19,-120.746,39.431
4,0,3,21,82,-119.574,39.431
2,,,2,100,-118.402,39.431
1,,,14,100,-117.229,39.431
1,,,8,100,-116.057,39.431
3,,,24,99,-114.885,39.431
3,42,,8,100,-112.54,39.431
8,0,1,19,92,-111.368,39.431
4,1,1,43,99,-110.196,39.431
6,0,2,44,99,-109.024,39.431
8,1,3,45,99,-107.851,39.431
5,0,1,46,94,-106.679,39.431
